locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNHNOIJP_06302	CDS	531	choA_2	1.1.3.6		Cholesterol oxidase
MNHNOIJP_06303	CDS	852	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
MNHNOIJP_06304	CDS	390	betI_24			HTH-type transcriptional regulator BetI
MNHNOIJP_06305	CDS	288				hypothetical protein
MNHNOIJP_06306	CDS	288				hypothetical protein
MNHNOIJP_06307	CDS	390	betI_25			HTH-type transcriptional regulator BetI
MNHNOIJP_06308	CDS	462				hypothetical protein
MNHNOIJP_06309	CDS	426				hypothetical protein
MNHNOIJP_06310	CDS	840	lgt_2	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MNHNOIJP_06311	CDS	663	ssuD_2	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
MNHNOIJP_06312	CDS	282				hypothetical protein
MNHNOIJP_06313	CDS	690				hypothetical protein
MNHNOIJP_06314	CDS	291				hypothetical protein
MNHNOIJP_06315	CDS	1185				hypothetical protein
MNHNOIJP_06316	CDS	249				hypothetical protein
MNHNOIJP_06317	CDS	1080				hypothetical protein
MNHNOIJP_06318	CDS	336				hypothetical protein
MNHNOIJP_06319	CDS	207				hypothetical protein
MNHNOIJP_06320	CDS	417				hypothetical protein
MNHNOIJP_06321	CDS	567				HTH-type transcriptional repressor
MNHNOIJP_06322	CDS	264	acnA	4.2.1.3	COG1048	Aconitate hydratase A
MNHNOIJP_06323	CDS	231				hypothetical protein
MNHNOIJP_06324	CDS	408				hypothetical protein
MNHNOIJP_06325	CDS	267				hypothetical protein
MNHNOIJP_06326	tRNA	74				tRNA-Arg(acg)
MNHNOIJP_06327	tRNA	92				tRNA-Ser(gct)
MNHNOIJP_06328	CDS	720				hypothetical protein
MNHNOIJP_06329	CDS	1218		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MNHNOIJP_06330	CDS	462				hypothetical protein
MNHNOIJP_06331	CDS	651				hypothetical protein
MNHNOIJP_06332	CDS	225				hypothetical protein
MNHNOIJP_06333	CDS	543				hypothetical protein
MNHNOIJP_06334	CDS	612				hypothetical protein
MNHNOIJP_06335	CDS	540				hypothetical protein
MNHNOIJP_06336	CDS	585				hypothetical protein
MNHNOIJP_06337	CDS	804	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
MNHNOIJP_06338	CDS	246				hypothetical protein
MNHNOIJP_06339	CDS	567				hypothetical protein
MNHNOIJP_06340	CDS	279				hypothetical protein
MNHNOIJP_06341	CDS	1221				hypothetical protein
MNHNOIJP_06342	CDS	318				hypothetical protein
MNHNOIJP_06343	CDS	336				hypothetical protein
MNHNOIJP_06344	CDS	198				hypothetical protein
MNHNOIJP_06345	CDS	99				hypothetical protein
MNHNOIJP_06346	CDS	423				hypothetical protein
MNHNOIJP_06347	CDS	321				hypothetical protein
MNHNOIJP_06348	CDS	297				hypothetical protein
MNHNOIJP_06349	CDS	753				hypothetical protein
MNHNOIJP_06350	CDS	279	pimA	2.4.1.345	COG0438	Phosphatidyl-myo-inositol mannosyltransferase
MNHNOIJP_06351	CDS	1023				hypothetical protein
MNHNOIJP_06352	CDS	423	fabR_3			HTH-type transcriptional repressor FabR
MNHNOIJP_06353	CDS	813				hypothetical protein
MNHNOIJP_06354	CDS	282				hypothetical protein
MNHNOIJP_06355	CDS	501				hypothetical protein
MNHNOIJP_06356	CDS	237	tgs1_1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
MNHNOIJP_06357	CDS	294				hypothetical protein
MNHNOIJP_06358	CDS	207				hypothetical protein
MNHNOIJP_06359	CDS	618				hypothetical protein
MNHNOIJP_06360	CDS	570				hypothetical protein
MNHNOIJP_06361	CDS	924	fmt_2	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MNHNOIJP_06362	CDS	201				hypothetical protein
MNHNOIJP_06363	CDS	276				hypothetical protein
MNHNOIJP_06364	CDS	456				hypothetical protein
MNHNOIJP_06365	CDS	333				hypothetical protein
MNHNOIJP_06366	CDS	393		1.1.2.-	COG0277	L-gulono-1,4-lactone dehydrogenase
MNHNOIJP_06367	CDS	966		3.5.4.2	COG1816	Adenine deaminase
MNHNOIJP_06368	CDS	1137	aspC_3	2.6.1.1	COG0436	putative aspartate aminotransferase
MNHNOIJP_06369	CDS	1356				hypothetical protein
MNHNOIJP_06370	CDS	435	ppiB_2	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase B
MNHNOIJP_06371	CDS	894	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
MNHNOIJP_06372	CDS	384				putative protein
MNHNOIJP_06373	CDS	987	menB_3	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
MNHNOIJP_06374	CDS	420				hypothetical protein
MNHNOIJP_06375	CDS	300				hypothetical protein
MNHNOIJP_06376	CDS	330	resA_4			Thiol-disulfide oxidoreductase ResA
MNHNOIJP_06377	CDS	117				hypothetical protein
MNHNOIJP_06378	CDS	309				hypothetical protein
MNHNOIJP_06379	CDS	357				hypothetical protein
MNHNOIJP_06380	CDS	540	nylA_2	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
MNHNOIJP_06381	CDS	591	ramA_4		COG2771	HTH-type transcriptional activator RamA
MNHNOIJP_06382	CDS	381				hypothetical protein
MNHNOIJP_06383	CDS	936		3.2.1.28	COG3387	Trehalase
MNHNOIJP_06384	CDS	744	desA3_2	1.14.19.-	COG3239	NADPH-dependent stearoyl-CoA 9-desaturase
MNHNOIJP_06385	CDS	663		1.-.-.-	COG1018	NADPH oxidoreductase
MNHNOIJP_06386	CDS	306	leuA_2	2.3.3.13		2-isopropylmalate synthase
MNHNOIJP_06387	CDS	549				hypothetical protein
MNHNOIJP_06388	CDS	384				hypothetical protein
MNHNOIJP_06389	CDS	306				hypothetical protein
MNHNOIJP_06390	CDS	345				hypothetical protein
MNHNOIJP_06391	CDS	438				hypothetical protein
MNHNOIJP_06392	CDS	156				hypothetical protein
MNHNOIJP_06393	CDS	294				hypothetical protein
MNHNOIJP_06394	CDS	453				hypothetical protein
MNHNOIJP_06395	CDS	153				hypothetical protein
MNHNOIJP_06396	CDS	618				hypothetical protein
MNHNOIJP_06397	CDS	477				hypothetical protein
MNHNOIJP_06398	CDS	534				hypothetical protein
MNHNOIJP_06399	CDS	162				hypothetical protein
MNHNOIJP_06400	CDS	138				hypothetical protein
MNHNOIJP_06401	CDS	516	trkA_1		COG0569	Trk system potassium uptake protein TrkA
MNHNOIJP_06402	CDS	663	trkA_2		COG0569	Trk system potassium uptake protein TrkA
MNHNOIJP_06403	CDS	456				hypothetical protein
MNHNOIJP_06404	CDS	432				hypothetical protein
MNHNOIJP_06405	CDS	1164				hypothetical protein
MNHNOIJP_06406	CDS	249		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
MNHNOIJP_06407	CDS	330				hypothetical protein
MNHNOIJP_06408	CDS	294				hypothetical protein
MNHNOIJP_06409	CDS	450				hypothetical protein
MNHNOIJP_06410	CDS	414				hypothetical protein
MNHNOIJP_06411	CDS	933				hypothetical protein
MNHNOIJP_06412	CDS	222				hypothetical protein
MNHNOIJP_06413	CDS	1179	stp_9			Multidrug resistance protein Stp
MNHNOIJP_06414	CDS	132				hypothetical protein
MNHNOIJP_06415	CDS	138				hypothetical protein
MNHNOIJP_06416	CDS	561				hypothetical protein
MNHNOIJP_06417	CDS	543				hypothetical protein
MNHNOIJP_06418	CDS	654				hypothetical protein
MNHNOIJP_06419	CDS	621				hypothetical protein
MNHNOIJP_06420	CDS	621				hypothetical protein
MNHNOIJP_06421	CDS	405				hypothetical protein
MNHNOIJP_06422	CDS	276	acpM		COG0236	Meromycolate extension acyl carrier protein
MNHNOIJP_06423	CDS	414	blaI_2		COG3682	Transcriptional regulator BlaI
MNHNOIJP_06424	CDS	558				hypothetical protein
MNHNOIJP_06425	CDS	207				hypothetical protein
MNHNOIJP_06426	CDS	450				hypothetical protein
MNHNOIJP_06427	CDS	636	COQ5_4	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MNHNOIJP_06428	CDS	369				hypothetical protein
MNHNOIJP_06429	CDS	801		4.2.1.150	COG1024	Crotonyl-CoA hydratase
MNHNOIJP_06430	CDS	477				hypothetical protein
MNHNOIJP_06431	CDS	927	mutT1	3.6.1.55	COG0406	putative 8-oxo-dGTP diphosphatase 1
MNHNOIJP_06432	CDS	744		2.1.1.-	COG2230	putative fatty acid methyltransferase
MNHNOIJP_06433	CDS	267				hypothetical protein
MNHNOIJP_06434	CDS	393				hypothetical protein
MNHNOIJP_06435	CDS	1167	mdtH			Multidrug resistance protein MdtH
MNHNOIJP_06436	CDS	729				hypothetical protein
MNHNOIJP_06437	CDS	318				hypothetical protein
MNHNOIJP_06438	CDS	444				hypothetical protein
MNHNOIJP_06439	CDS	618				hypothetical protein
MNHNOIJP_06440	CDS	456				hypothetical protein
MNHNOIJP_06441	CDS	150				hypothetical protein
MNHNOIJP_06442	CDS	762	lipB	2.3.1.181	COG0321	Octanoyltransferase
MNHNOIJP_06443	CDS	480	egtB	1.14.99.50		Hercynine oxygenase
MNHNOIJP_06444	CDS	474				hypothetical protein
MNHNOIJP_06445	CDS	234				hypothetical protein
MNHNOIJP_06446	CDS	1002	aftA	2.4.2.46		Galactan 5-O-arabinofuranosyltransferase
MNHNOIJP_06447	CDS	393	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MNHNOIJP_06448	CDS	873				hypothetical protein
MNHNOIJP_06449	CDS	339	rbpA			RNA polymerase-binding protein RbpA
MNHNOIJP_06450	CDS	444				hypothetical protein
MNHNOIJP_06451	CDS	471				hypothetical protein
MNHNOIJP_06452	CDS	669				hypothetical protein
MNHNOIJP_06453	CDS	165				hypothetical protein
MNHNOIJP_06454	CDS	180				hypothetical protein
MNHNOIJP_06455	CDS	714				hypothetical protein
MNHNOIJP_06456	CDS	423	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
MNHNOIJP_06457	CDS	579		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
MNHNOIJP_06458	CDS	1050				hypothetical protein
MNHNOIJP_06459	CDS	261		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
MNHNOIJP_06460	CDS	324				hypothetical protein
MNHNOIJP_06461	CDS	252				hypothetical protein
MNHNOIJP_06462	CDS	165			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
MNHNOIJP_06463	CDS	303				hypothetical protein
MNHNOIJP_06464	CDS	666				hypothetical protein
MNHNOIJP_06465	CDS	126				hypothetical protein
MNHNOIJP_06466	CDS	204				hypothetical protein
MNHNOIJP_06467	CDS	777				hypothetical protein
MNHNOIJP_06468	CDS	558	ftsP			Cell division protein FtsP
MNHNOIJP_06469	CDS	639	liaR_3		COG2197	Transcriptional regulatory protein LiaR
MNHNOIJP_06470	CDS	120				hypothetical protein
MNHNOIJP_06471	CDS	411	rpsC		COG0092	30S ribosomal protein S3
MNHNOIJP_06472	CDS	417	rplP_2		COG0197	50S ribosomal protein L16
MNHNOIJP_06473	CDS	237	rpmC_2		COG0255	50S ribosomal protein L29
MNHNOIJP_06474	CDS	282	rpsQ_2		COG0186	30S ribosomal protein S17
MNHNOIJP_06475	CDS	336				hypothetical protein
MNHNOIJP_06476	CDS	393				hypothetical protein
MNHNOIJP_06477	CDS	345				hypothetical protein
MNHNOIJP_06478	CDS	507	argO_2			Arginine exporter protein ArgO
MNHNOIJP_06479	CDS	363				hypothetical protein
MNHNOIJP_06480	CDS	555			COG0789	putative HTH-type transcriptional regulator
MNHNOIJP_06481	CDS	990	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MNHNOIJP_06482	CDS	1092	accD5_2	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
MNHNOIJP_06483	CDS	906	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
MNHNOIJP_06484	CDS	330				hypothetical protein
MNHNOIJP_06485	CDS	1110				hypothetical protein
MNHNOIJP_06486	tRNA	73				tRNA-Val(cac)
MNHNOIJP_06487	CDS	537				hypothetical protein
MNHNOIJP_06488	CDS	90				hypothetical protein
MNHNOIJP_06489	CDS	477				hypothetical protein
MNHNOIJP_06490	CDS	624	pepE_2	3.4.13.21		Peptidase E
MNHNOIJP_06491	CDS	531				hypothetical protein
MNHNOIJP_06492	CDS	603				hypothetical protein
MNHNOIJP_06493	CDS	609				hypothetical protein
MNHNOIJP_06494	CDS	894				hypothetical protein
MNHNOIJP_06495	CDS	285				hypothetical protein
MNHNOIJP_06496	CDS	657	moaC			Cyclic pyranopterin monophosphate synthase
MNHNOIJP_06497	CDS	414	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
MNHNOIJP_06498	CDS	696	fabR_4		COG1309	HTH-type transcriptional repressor FabR
MNHNOIJP_06499	CDS	495				hypothetical protein
MNHNOIJP_06500	CDS	330				hypothetical protein
MNHNOIJP_06501	CDS	1293				hypothetical protein
MNHNOIJP_06502	CDS	516				hypothetical protein
MNHNOIJP_06503	CDS	384				hypothetical protein
MNHNOIJP_06504	CDS	198				hypothetical protein
MNHNOIJP_06505	CDS	213				hypothetical protein
MNHNOIJP_06506	CDS	477				hypothetical protein
MNHNOIJP_06507	CDS	651	yfiY_9		COG0614	putative siderophore-binding lipoprotein YfiY
MNHNOIJP_06508	CDS	1002	betI_26			HTH-type transcriptional regulator BetI
MNHNOIJP_06509	CDS	1005	sthA	1.6.1.1	COG1249	putative soluble pyridine nucleotide transhydrogenase
MNHNOIJP_06510	CDS	216				hypothetical protein
MNHNOIJP_06511	CDS	417				hypothetical protein
MNHNOIJP_06512	CDS	1170	mmgC_8	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MNHNOIJP_06513	CDS	279				putative protein
MNHNOIJP_06514	CDS	498				hypothetical protein
MNHNOIJP_06515	CDS	477				hypothetical protein
MNHNOIJP_06516	CDS	531				hypothetical protein
MNHNOIJP_06517	CDS	258				hypothetical protein
MNHNOIJP_06518	CDS	633				hypothetical protein
MNHNOIJP_06519	CDS	300				hypothetical protein
MNHNOIJP_06520	CDS	183				hypothetical protein
MNHNOIJP_06521	CDS	633				hypothetical protein
MNHNOIJP_06522	CDS	378	btuD_13	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MNHNOIJP_06523	CDS	408				hypothetical protein
MNHNOIJP_06524	CDS	936	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
MNHNOIJP_06525	CDS	408		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MNHNOIJP_06526	CDS	381				putative protein
MNHNOIJP_06527	CDS	408				hypothetical protein
MNHNOIJP_06528	CDS	327				hypothetical protein
MNHNOIJP_06529	CDS	834	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit 1
MNHNOIJP_06530	CDS	129	rpmI_2		COG0291	50S ribosomal protein L35
MNHNOIJP_06531	CDS	390	rplT_2		COG0292	50S ribosomal protein L20
MNHNOIJP_06532	CDS	219				hypothetical protein
MNHNOIJP_06533	CDS	402				hypothetical protein
MNHNOIJP_06534	CDS	288	atpB_1		COG0356	ATP synthase subunit a
MNHNOIJP_06535	CDS	243	atpH			ATP synthase subunit c
MNHNOIJP_06536	CDS	561	atpF		COG0711	ATP synthase subunit b
MNHNOIJP_06537	CDS	189				hypothetical protein
MNHNOIJP_06538	CDS	366				hypothetical protein
MNHNOIJP_06539	CDS	294				hypothetical protein
MNHNOIJP_06540	CDS	219				hypothetical protein
MNHNOIJP_06541	CDS	585				hypothetical protein
MNHNOIJP_06542	CDS	606				putative HTH-type transcriptional regulator
MNHNOIJP_06543	CDS	453		1.1.1.-		Putative short-chain type dehydrogenase/reductase/MSMEI_5872
MNHNOIJP_06544	CDS	363				hypothetical protein
MNHNOIJP_06545	CDS	225				hypothetical protein
MNHNOIJP_06546	tRNA	77				tRNA-Phe(gaa)
MNHNOIJP_06547	tRNA	75				tRNA-Asp(gtc)
MNHNOIJP_06548	CDS	462	tadA_4	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MNHNOIJP_06549	CDS	540				hypothetical protein
MNHNOIJP_06550	CDS	732		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MNHNOIJP_06551	CDS	522				hypothetical protein
MNHNOIJP_06552	CDS	990	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MNHNOIJP_06553	CDS	1113	yhdG_6		COG0531	putative amino acid permease YhdG
MNHNOIJP_06554	CDS	207				hypothetical protein
MNHNOIJP_06555	CDS	753				hypothetical protein
MNHNOIJP_06556	CDS	822				hypothetical protein
MNHNOIJP_06557	CDS	318	ephA_3	3.3.2.10		Epoxide hydrolase A
MNHNOIJP_06558	CDS	822				hypothetical protein
MNHNOIJP_06559	CDS	216			COG2508	putative protein
MNHNOIJP_06560	CDS	828	hcaB_7	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
MNHNOIJP_06561	CDS	627	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MNHNOIJP_06562	CDS	312				hypothetical protein
MNHNOIJP_06563	CDS	378				hypothetical protein
MNHNOIJP_06564	CDS	270				hypothetical protein
MNHNOIJP_06565	CDS	1068				hypothetical protein
MNHNOIJP_06566	CDS	948				hypothetical protein
MNHNOIJP_06567	CDS	132				hypothetical protein
MNHNOIJP_06568	CDS	351				hypothetical protein
MNHNOIJP_06569	CDS	840	aroE_3	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
MNHNOIJP_06570	CDS	285	mltG_2	4.2.2.-		Endolytic murein transglycosylase
MNHNOIJP_06571	CDS	786	rph	2.7.7.56	COG0689	Ribonuclease PH
MNHNOIJP_06572	CDS	381			COG1234	putative protein
MNHNOIJP_06573	CDS	1197				putative multidrug-efflux transporter
MNHNOIJP_06574	CDS	432				hypothetical protein
MNHNOIJP_06575	CDS	399				hypothetical protein
MNHNOIJP_06576	CDS	258				hypothetical protein
MNHNOIJP_06577	CDS	294				hypothetical protein
MNHNOIJP_06578	CDS	627	kstR_5			HTH-type transcriptional repressor KstR
MNHNOIJP_06579	CDS	909				hypothetical protein
MNHNOIJP_06580	CDS	180				hypothetical protein
MNHNOIJP_06581	CDS	237				hypothetical protein
MNHNOIJP_06582	CDS	120				hypothetical protein
MNHNOIJP_06583	CDS	1074				hypothetical protein
MNHNOIJP_06584	CDS	303	drrC		COG0842	putative doxorubicin resistance ABC transporter permease protein DrrC
MNHNOIJP_06585	CDS	111				hypothetical protein
MNHNOIJP_06586	CDS	831				hypothetical protein
MNHNOIJP_06587	CDS	825				hypothetical protein
MNHNOIJP_06588	CDS	240				hypothetical protein
MNHNOIJP_06589	CDS	693	trpE_2	4.1.3.27	COG0147	Anthranilate synthase component 1
MNHNOIJP_06590	CDS	549				hypothetical protein
MNHNOIJP_06591	CDS	498	bioN		COG0619	Energy-coupling factor transporter transmembrane protein BioN
MNHNOIJP_06592	CDS	630				hypothetical protein
MNHNOIJP_06593	CDS	489	paaZ_2		COG2030	Bifunctional protein PaaZ
MNHNOIJP_06594	CDS	624		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
MNHNOIJP_06595	CDS	1191				hypothetical protein
MNHNOIJP_06596	CDS	342				hypothetical protein
MNHNOIJP_06597	CDS	531				hypothetical protein
MNHNOIJP_06598	CDS	882	gyrB_3	5.6.2.2	COG0187	DNA gyrase subunit B
MNHNOIJP_06599	CDS	342	cutC			Copper homeostasis protein CutC
MNHNOIJP_06600	CDS	921				hypothetical protein
MNHNOIJP_06601	CDS	465				hypothetical protein
MNHNOIJP_06602	CDS	405				hypothetical protein
MNHNOIJP_06603	CDS	942				hypothetical protein
MNHNOIJP_06604	CDS	195				hypothetical protein
MNHNOIJP_06605	CDS	297	whiB3_2			Redox-responsive transcriptional regulator WhiB3
MNHNOIJP_06606	CDS	1212	yfiZ_3		COG0609	putative siderophore transport system permease protein YfiZ
MNHNOIJP_06607	CDS	891				hypothetical protein
MNHNOIJP_06608	CDS	687	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
MNHNOIJP_06609	CDS	477				hypothetical protein
MNHNOIJP_06610	CDS	270				hypothetical protein
MNHNOIJP_06611	CDS	231				hypothetical protein
MNHNOIJP_06612	CDS	510				putative HTH-type transcriptional regulator
MNHNOIJP_06613	CDS	888				hypothetical protein
MNHNOIJP_06614	CDS	1140	spnQ	4.2.1.164		dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
MNHNOIJP_06615	CDS	300		3.4.16.-	COG2027	Carboxypeptidase
MNHNOIJP_06616	CDS	309				hypothetical protein
MNHNOIJP_06617	CDS	165				hypothetical protein
MNHNOIJP_06618	CDS	591				hypothetical protein
MNHNOIJP_06619	CDS	357				hypothetical protein
MNHNOIJP_06620	CDS	474	scoA_2	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
MNHNOIJP_06621	CDS	651	scoB_2	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
MNHNOIJP_06622	CDS	369				hypothetical protein
MNHNOIJP_06623	CDS	342				hypothetical protein
MNHNOIJP_06624	CDS	393				hypothetical protein
MNHNOIJP_06625	CDS	429				hypothetical protein
MNHNOIJP_06626	CDS	504				hypothetical protein
MNHNOIJP_06627	CDS	534				hypothetical protein
MNHNOIJP_06628	CDS	726				hypothetical protein
MNHNOIJP_06629	CDS	669	gpmB_2	5.4.2.-		phosphoglycerate mutase GpmB
MNHNOIJP_06630	CDS	435				hypothetical protein
MNHNOIJP_06631	CDS	639	def	3.5.1.88	COG0242	Peptide deformylase
MNHNOIJP_06632	CDS	852				hypothetical protein
MNHNOIJP_06633	CDS	330	ychF_2		COG0012	Ribosome-binding ATPase YchF
MNHNOIJP_06634	CDS	282				hypothetical protein
MNHNOIJP_06635	CDS	522				hypothetical protein
MNHNOIJP_06636	CDS	681				hypothetical protein
MNHNOIJP_06637	CDS	216				hypothetical protein
MNHNOIJP_06638	CDS	753	thiG	2.8.1.10	COG2022	Thiazole synthase
MNHNOIJP_06639	CDS	522				hypothetical protein
MNHNOIJP_06640	CDS	486	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
MNHNOIJP_06641	CDS	699	afsQ1_2			Transcriptional regulatory protein AfsQ1
MNHNOIJP_06642	CDS	279		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MNHNOIJP_06643	CDS	678				hypothetical protein
MNHNOIJP_06644	CDS	765	gdh_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
MNHNOIJP_06645	CDS	237				hypothetical protein
MNHNOIJP_06646	CDS	933	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
MNHNOIJP_06647	CDS	258				hypothetical protein
MNHNOIJP_06648	CDS	789	thcA_1	1.2.1.3	COG1012	EPTC-inducible aldehyde dehydrogenase
MNHNOIJP_06649	CDS	861	azoB_3	1.7.-.-		NAD(P)H azoreductase
MNHNOIJP_06650	CDS	264				hypothetical protein
MNHNOIJP_06651	CDS	561				hypothetical protein
MNHNOIJP_06652	CDS	510		1.-.-.-	COG1018	NADPH oxidoreductase
MNHNOIJP_06653	CDS	300				hypothetical protein
MNHNOIJP_06654	CDS	678				hypothetical protein
MNHNOIJP_06655	CDS	879	cobM_2	2.1.1.133	COG2875	Precorrin-4 C(11)-methyltransferase
MNHNOIJP_06656	CDS	168				hypothetical protein
MNHNOIJP_06657	CDS	264				hypothetical protein
MNHNOIJP_06658	CDS	126				hypothetical protein
MNHNOIJP_06659	CDS	606				hypothetical protein
MNHNOIJP_06660	CDS	462				hypothetical protein
MNHNOIJP_06661	CDS	723				hypothetical protein
MNHNOIJP_06662	CDS	885	truA_2	5.4.99.12	COG0101	tRNA pseudouridine synthase A
MNHNOIJP_06663	CDS	1014				hypothetical protein
MNHNOIJP_06664	CDS	93				hypothetical protein
MNHNOIJP_06665	CDS	279				hypothetical protein
MNHNOIJP_06666	CDS	483				hypothetical protein
MNHNOIJP_06667	CDS	636				hypothetical protein
MNHNOIJP_06668	CDS	630	betI_27			HTH-type transcriptional regulator BetI
MNHNOIJP_06669	CDS	192				hypothetical protein
MNHNOIJP_06670	CDS	996	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
MNHNOIJP_06671	CDS	408		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
MNHNOIJP_06672	CDS	534		3.1.3.-	COG0671	Putative decaprenylphosphoryl-5-phosphoribose phosphatase
MNHNOIJP_06673	CDS	294	glfT2_2	2.4.1.288	COG1216	Galactofuranosyltransferase GlfT2
MNHNOIJP_06674	CDS	552	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
MNHNOIJP_06675	CDS	729				hypothetical protein
MNHNOIJP_06676	CDS	360				hypothetical protein
MNHNOIJP_06677	CDS	114				hypothetical protein
MNHNOIJP_06678	CDS	1011				hypothetical protein
MNHNOIJP_06679	CDS	429	pduE	4.2.1.28	COG4910	Propanediol dehydratase small subunit
MNHNOIJP_06680	CDS	462				hypothetical protein
MNHNOIJP_06681	CDS	273				hypothetical protein
MNHNOIJP_06682	CDS	906	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
